aislado_id,metodo_extraccion,grupo_experimental,replica_biologica,concentracion_mg_ml,crecimiento_mm,porcentaje_inhibicion_hoja,extra_medicion,es_control,hoja_origen,fila_origen,control_crecimiento_mm,porcentaje_inhibicion,inhibicion_completa,inhibicion_negativa,diferencia_con_hoja,logit_inhibicion
H8G,maceracion,Grupo 4 - H32,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,54,30.0,100.0,True,False,0.0,
H8G,maceracion,Grupo 4 - H32,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,55,30.0,100.0,True,False,0.0,
H8G,maceracion,Grupo 4 - H32,3,5.0,0.0,100.0,,False,MACERACIÓN,56,30.0,100.0,True,False,0.0,
H8N,maceracion,Grupo 3 - H24,1,0.0,74.0,100.0,92.7927927927928,True,MACERACIÓN,78,74.0,,False,False,,
H8N,maceracion,Grupo 3 - H24,2,0.0,,100.0,12.483249063559468,True,MACERACIÓN,79,74.0,,False,False,,
H8N,maceracion,Grupo 3 - H24,3,0.0,,78.37837837837837,,True,MACERACIÓN,80,74.0,,False,False,,
H8N,maceracion,Grupo 3 - H24,1,0.2,50.0,100.0,92.7927927927928,False,MACERACIÓN,78,74.0,32.432432432432435,False,False,-67.56756756756756,-0.7339691750802003
H8N,maceracion,Grupo 3 - H24,2,0.2,56.0,100.0,12.483249063559468,False,MACERACIÓN,79,74.0,24.32432432432432,False,False,-75.67567567567568,-1.134979932838985
H8N,maceracion,Grupo 3 - H24,3,0.2,56.0,78.37837837837837,,False,MACERACIÓN,80,74.0,24.32432432432432,False,False,-54.05405405405405,-1.134979932838985
H8N,maceracion,Grupo 3 - H24,1,1.0,40.0,100.0,92.7927927927928,False,MACERACIÓN,78,74.0,45.945945945945944,False,False,-54.054054054054056,-0.16251892949777508
H8N,maceracion,Grupo 3 - H24,2,1.0,44.0,100.0,12.483249063559468,False,MACERACIÓN,79,74.0,40.54054054054054,False,False,-59.45945945945946,-0.38299225225610556
H8N,maceracion,Grupo 3 - H24,3,1.0,50.0,78.37837837837837,,False,MACERACIÓN,80,74.0,32.432432432432435,False,False,-45.94594594594594,-0.7339691750802003
H8N,maceracion,Grupo 3 - H24,1,5.0,0.0,100.0,92.7927927927928,False,MACERACIÓN,78,74.0,100.0,True,False,0.0,
H8N,maceracion,Grupo 3 - H24,2,5.0,0.0,100.0,12.483249063559468,False,MACERACIÓN,79,74.0,100.0,True,False,0.0,
H8N,maceracion,Grupo 3 - H24,3,5.0,16.0,78.37837837837837,,False,MACERACIÓN,80,74.0,78.37837837837837,False,False,0.0,1.287854288306638
H9N,maceracion,Grupo 2 - H16,1,0.0,70.0,100.0,100.0,True,MACERACIÓN,81,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,2,0.0,,100.0,0.0,True,MACERACIÓN,82,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,3,0.0,,100.0,,True,MACERACIÓN,83,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,1,0.2,,100.0,100.0,False,MACERACIÓN,81,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,2,0.2,,100.0,0.0,False,MACERACIÓN,82,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,3,0.2,,100.0,,False,MACERACIÓN,83,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,1,1.0,,100.0,100.0,False,MACERACIÓN,81,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,2,1.0,,100.0,0.0,False,MACERACIÓN,82,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,3,1.0,,100.0,,False,MACERACIÓN,83,70.0,,False,False,,
H9N,maceracion,Grupo 2 - H16,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,81,70.0,100.0,True,False,0.0,
H9N,maceracion,Grupo 2 - H16,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,82,70.0,100.0,True,False,0.0,
H9N,maceracion,Grupo 2 - H16,3,5.0,0.0,100.0,,False,MACERACIÓN,83,70.0,100.0,True,False,0.0,
HC10,maceracion,Grupo 1 - H2,1,0.0,60.0,80.0,75.55555555555556,True,MACERACIÓN,15,60.0,,False,False,,
HC10,maceracion,Grupo 1 - H2,2,0.0,,76.66666666666667,5.091750772173156,True,MACERACIÓN,16,60.0,,False,False,,
HC10,maceracion,Grupo 1 - H2,3,0.0,,70.0,,True,MACERACIÓN,17,60.0,,False,False,,
HC10,maceracion,Grupo 1 - H2,1,0.2,54.0,80.0,75.55555555555556,False,MACERACIÓN,15,60.0,9.999999999999998,False,False,-70.0,-2.1972245773362196
HC10,maceracion,Grupo 1 - H2,2,0.2,46.0,76.66666666666667,5.091750772173156,False,MACERACIÓN,16,60.0,23.33333333333333,False,False,-53.33333333333334,-1.1895840668738367
HC10,maceracion,Grupo 1 - H2,3,0.2,50.0,70.0,,False,MACERACIÓN,17,60.0,16.666666666666664,False,False,-53.333333333333336,-1.6094379124341005
HC10,maceracion,Grupo 1 - H2,1,1.0,40.0,80.0,75.55555555555556,False,MACERACIÓN,15,60.0,33.333333333333336,False,False,-46.666666666666664,-0.6931471805599451
HC10,maceracion,Grupo 1 - H2,2,1.0,50.0,76.66666666666667,5.091750772173156,False,MACERACIÓN,16,60.0,16.666666666666664,False,False,-60.00000000000001,-1.6094379124341005
HC10,maceracion,Grupo 1 - H2,3,1.0,44.0,70.0,,False,MACERACIÓN,17,60.0,26.66666666666667,False,False,-43.33333333333333,-1.0116009116784797
HC10,maceracion,Grupo 1 - H2,1,5.0,12.0,80.0,75.55555555555556,False,MACERACIÓN,15,60.0,80.0,False,False,0.0,1.3862943611198908
HC10,maceracion,Grupo 1 - H2,2,5.0,14.0,76.66666666666667,5.091750772173156,False,MACERACIÓN,16,60.0,76.66666666666666,False,False,-1.4210854715202004e-14,1.189584066873836
HC10,maceracion,Grupo 1 - H2,3,5.0,18.0,70.0,,False,MACERACIÓN,17,60.0,70.0,False,False,0.0,0.8472978603872034
HC15,maceracion,Grupo 1 - H3,1,0.0,60.0,100.0,100.0,True,MACERACIÓN,18,60.0,,False,False,,
HC15,maceracion,Grupo 1 - H3,2,0.0,,100.0,0.0,True,MACERACIÓN,19,60.0,,False,False,,
HC15,maceracion,Grupo 1 - H3,3,0.0,,100.0,,True,MACERACIÓN,20,60.0,,False,False,,
HC15,maceracion,Grupo 1 - H3,1,0.2,54.0,100.0,100.0,False,MACERACIÓN,18,60.0,9.999999999999998,False,False,-90.0,-2.1972245773362196
HC15,maceracion,Grupo 1 - H3,2,0.2,60.0,100.0,0.0,False,MACERACIÓN,19,60.0,0.0,False,False,-100.0,
HC15,maceracion,Grupo 1 - H3,3,0.2,50.0,100.0,,False,MACERACIÓN,20,60.0,16.666666666666664,False,False,-83.33333333333334,-1.6094379124341005
HC15,maceracion,Grupo 1 - H3,1,1.0,38.0,100.0,100.0,False,MACERACIÓN,18,60.0,36.66666666666667,False,False,-63.33333333333333,-0.5465437063680699
HC15,maceracion,Grupo 1 - H3,2,1.0,44.0,100.0,0.0,False,MACERACIÓN,19,60.0,26.66666666666667,False,False,-73.33333333333333,-1.0116009116784797
HC15,maceracion,Grupo 1 - H3,3,1.0,40.0,100.0,,False,MACERACIÓN,20,60.0,33.333333333333336,False,False,-66.66666666666666,-0.6931471805599451
HC15,maceracion,Grupo 1 - H3,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,18,60.0,100.0,True,False,0.0,
HC15,maceracion,Grupo 1 - H3,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,19,60.0,100.0,True,False,0.0,
HC15,maceracion,Grupo 1 - H3,3,5.0,0.0,100.0,,False,MACERACIÓN,20,60.0,100.0,True,False,0.0,
HC16,maceracion,Grupo 1 - H4,1,0.0,58.0,100.0,80.45977011494253,True,MACERACIÓN,21,58.0,,False,False,,
HC16,maceracion,Grupo 1 - H4,2,0.0,,75.86206896551724,17.69517737740307,True,MACERACIÓN,22,58.0,,False,False,,
HC16,maceracion,Grupo 1 - H4,3,0.0,,65.51724137931035,,True,MACERACIÓN,23,58.0,,False,False,,
HC16,maceracion,Grupo 1 - H4,1,0.2,60.0,100.0,80.45977011494253,False,MACERACIÓN,21,58.0,0.0,False,True,-100.0,
HC16,maceracion,Grupo 1 - H4,2,0.2,40.0,75.86206896551724,17.69517737740307,False,MACERACIÓN,22,58.0,31.034482758620683,False,False,-44.827586206896555,-0.7985076962177718
HC16,maceracion,Grupo 1 - H4,3,0.2,42.0,65.51724137931035,,False,MACERACIÓN,23,58.0,27.586206896551722,False,False,-37.931034482758626,-0.9650808960435872
HC16,maceracion,Grupo 1 - H4,1,1.0,38.0,100.0,80.45977011494253,False,MACERACIÓN,21,58.0,34.48275862068966,False,False,-65.51724137931035,-0.6418538861723946
HC16,maceracion,Grupo 1 - H4,2,1.0,40.0,75.86206896551724,17.69517737740307,False,MACERACIÓN,22,58.0,31.034482758620683,False,False,-44.827586206896555,-0.7985076962177718
HC16,maceracion,Grupo 1 - H4,3,1.0,40.0,65.51724137931035,,False,MACERACIÓN,23,58.0,31.034482758620683,False,False,-34.482758620689665,-0.7985076962177718
HC16,maceracion,Grupo 1 - H4,1,5.0,0.0,100.0,80.45977011494253,False,MACERACIÓN,21,58.0,100.0,True,False,0.0,
HC16,maceracion,Grupo 1 - H4,2,5.0,14.0,75.86206896551724,17.69517737740307,False,MACERACIÓN,22,58.0,75.86206896551724,False,False,0.0,1.1451323043030024
HC16,maceracion,Grupo 1 - H4,3,5.0,20.0,65.51724137931035,,False,MACERACIÓN,23,58.0,65.51724137931035,False,False,0.0,0.6418538861723952
HC17,maceracion,Grupo 3 - H21,1,0.0,75.0,81.33333333333333,75.1111111111111,True,MACERACIÓN,24,75.0,,False,False,,
HC17,maceracion,Grupo 3 - H21,2,0.0,,65.33333333333333,8.572134009771517,True,MACERACIÓN,25,75.0,,False,False,,
HC17,maceracion,Grupo 3 - H21,3,0.0,,78.66666666666667,,True,MACERACIÓN,26,75.0,,False,False,,
HC17,maceracion,Grupo 3 - H21,1,0.2,60.0,81.33333333333333,75.1111111111111,False,MACERACIÓN,24,75.0,19.999999999999996,False,False,-61.33333333333333,-1.3862943611198908
HC17,maceracion,Grupo 3 - H21,2,0.2,60.0,65.33333333333333,8.572134009771517,False,MACERACIÓN,25,75.0,19.999999999999996,False,False,-45.33333333333333,-1.3862943611198908
HC17,maceracion,Grupo 3 - H21,3,0.2,56.0,78.66666666666667,,False,MACERACIÓN,26,75.0,25.33333333333333,False,False,-53.33333333333334,-1.080912711568709
HC17,maceracion,Grupo 3 - H21,1,1.0,42.0,81.33333333333333,75.1111111111111,False,MACERACIÓN,24,75.0,43.99999999999999,False,False,-37.333333333333336,-0.24116205681688824
HC17,maceracion,Grupo 3 - H21,2,1.0,42.0,65.33333333333333,8.572134009771517,False,MACERACIÓN,25,75.0,43.99999999999999,False,False,-21.333333333333336,-0.24116205681688824
HC17,maceracion,Grupo 3 - H21,3,1.0,50.0,78.66666666666667,,False,MACERACIÓN,26,75.0,33.333333333333336,False,False,-45.333333333333336,-0.6931471805599451
HC17,maceracion,Grupo 3 - H21,1,5.0,14.0,81.33333333333333,75.1111111111111,False,MACERACIÓN,24,75.0,81.33333333333333,False,False,0.0,1.4718165345580518
HC17,maceracion,Grupo 3 - H21,2,5.0,26.0,65.33333333333333,8.572134009771517,False,MACERACIÓN,25,75.0,65.33333333333333,False,False,0.0,0.6337237600891445
HC17,maceracion,Grupo 3 - H21,3,5.0,16.0,78.66666666666667,,False,MACERACIÓN,26,75.0,78.66666666666666,False,False,-1.4210854715202004e-14,1.304948721665938
HC19,maceracion,Grupo 1 - H5,1,0.0,46.0,69.56521739130434,63.76811594202898,True,MACERACIÓN,27,46.0,,False,False,,
HC19,maceracion,Grupo 1 - H5,2,0.0,,69.56521739130434,10.040874246776138,True,MACERACIÓN,28,46.0,,False,False,,
HC19,maceracion,Grupo 1 - H5,3,0.0,,52.17391304347826,,True,MACERACIÓN,29,46.0,,False,False,,
HC19,maceracion,Grupo 1 - H5,1,0.2,50.0,69.56521739130434,63.76811594202898,False,MACERACIÓN,27,46.0,0.0,False,True,-69.56521739130434,
HC19,maceracion,Grupo 1 - H5,2,0.2,50.0,69.56521739130434,10.040874246776138,False,MACERACIÓN,28,46.0,0.0,False,True,-69.56521739130434,
HC19,maceracion,Grupo 1 - H5,3,0.2,44.0,52.17391304347826,,False,MACERACIÓN,29,46.0,4.347826086956519,False,False,-47.82608695652174,-3.0910424533583165
HC19,maceracion,Grupo 1 - H5,1,1.0,40.0,69.56521739130434,63.76811594202898,False,MACERACIÓN,27,46.0,13.043478260869568,False,False,-56.521739130434774,-1.897119984885881
HC19,maceracion,Grupo 1 - H5,2,1.0,44.0,69.56521739130434,10.040874246776138,False,MACERACIÓN,28,46.0,4.347826086956519,False,False,-65.21739130434783,-3.0910424533583165
HC19,maceracion,Grupo 1 - H5,3,1.0,42.0,52.17391304347826,,False,MACERACIÓN,29,46.0,8.695652173913048,False,False,-43.47826086956521,-2.351375257163477
HC19,maceracion,Grupo 1 - H5,1,5.0,14.0,69.56521739130434,63.76811594202898,False,MACERACIÓN,27,46.0,69.56521739130434,False,False,0.0,0.8266785731844679
HC19,maceracion,Grupo 1 - H5,2,5.0,14.0,69.56521739130434,10.040874246776138,False,MACERACIÓN,28,46.0,69.56521739130434,False,False,0.0,0.8266785731844679
HC19,maceracion,Grupo 1 - H5,3,5.0,22.0,52.17391304347826,,False,MACERACIÓN,29,46.0,52.17391304347826,False,False,0.0,0.0870113769896297
HC20,maceracion,Grupo 1 - H6,1,0.0,46.0,65.21739130434783,62.31884057971015,True,MACERACIÓN,30,46.0,,False,False,,
HC20,maceracion,Grupo 1 - H6,2,0.0,,65.21739130434783,5.020437123388052,True,MACERACIÓN,31,46.0,,False,False,,
HC20,maceracion,Grupo 1 - H6,3,0.0,,56.52173913043478,,True,MACERACIÓN,32,46.0,,False,False,,
HC20,maceracion,Grupo 1 - H6,1,0.2,46.0,65.21739130434783,62.31884057971015,False,MACERACIÓN,30,46.0,0.0,False,False,-65.21739130434783,
HC20,maceracion,Grupo 1 - H6,2,0.2,42.0,65.21739130434783,5.020437123388052,False,MACERACIÓN,31,46.0,8.695652173913048,False,False,-56.52173913043478,-2.351375257163477
HC20,maceracion,Grupo 1 - H6,3,0.2,40.0,56.52173913043478,,False,MACERACIÓN,32,46.0,13.043478260869568,False,False,-43.47826086956521,-1.897119984885881
HC20,maceracion,Grupo 1 - H6,1,1.0,30.0,65.21739130434783,62.31884057971015,False,MACERACIÓN,30,46.0,34.78260869565217,False,False,-30.434782608695656,-0.6286086594223742
HC20,maceracion,Grupo 1 - H6,2,1.0,38.0,65.21739130434783,5.020437123388052,False,MACERACIÓN,31,46.0,17.391304347826086,False,False,-47.82608695652174,-1.55814461804655
HC20,maceracion,Grupo 1 - H6,3,1.0,36.0,56.52173913043478,,False,MACERACIÓN,32,46.0,21.739130434782606,False,False,-34.78260869565217,-1.2809338454620645
HC20,maceracion,Grupo 1 - H6,1,5.0,16.0,65.21739130434783,62.31884057971015,False,MACERACIÓN,30,46.0,65.21739130434783,False,False,0.0,0.6286086594223741
HC20,maceracion,Grupo 1 - H6,2,5.0,16.0,65.21739130434783,5.020437123388052,False,MACERACIÓN,31,46.0,65.21739130434783,False,False,0.0,0.6286086594223741
HC20,maceracion,Grupo 1 - H6,3,5.0,20.0,56.52173913043478,,False,MACERACIÓN,32,46.0,56.52173913043479,False,False,7.105427357601002e-15,0.2623642644674913
HC23,maceracion,Grupo 1 - H7,1,0.0,58.0,100.0,81.60919540229885,True,MACERACIÓN,33,58.0,,False,False,,
HC23,maceracion,Grupo 1 - H7,2,0.0,,79.3103448275862,17.35594123050743,True,MACERACIÓN,34,58.0,,False,False,,
HC23,maceracion,Grupo 1 - H7,3,0.0,,65.51724137931035,,True,MACERACIÓN,35,58.0,,False,False,,
HC23,maceracion,Grupo 1 - H7,1,0.2,60.0,100.0,81.60919540229885,False,MACERACIÓN,33,58.0,0.0,False,True,-100.0,
HC23,maceracion,Grupo 1 - H7,2,0.2,44.0,79.3103448275862,17.35594123050743,False,MACERACIÓN,34,58.0,24.13793103448276,False,False,-55.172413793103445,-1.1451323043030024
HC23,maceracion,Grupo 1 - H7,3,0.2,58.0,65.51724137931035,,False,MACERACIÓN,35,58.0,0.0,False,False,-65.51724137931035,
HC23,maceracion,Grupo 1 - H7,1,1.0,44.0,100.0,81.60919540229885,False,MACERACIÓN,33,58.0,24.13793103448276,False,False,-75.86206896551724,-1.1451323043030024
HC23,maceracion,Grupo 1 - H7,2,1.0,42.0,79.3103448275862,17.35594123050743,False,MACERACIÓN,34,58.0,27.586206896551722,False,False,-51.724137931034484,-0.9650808960435872
HC23,maceracion,Grupo 1 - H7,3,1.0,40.0,65.51724137931035,,False,MACERACIÓN,35,58.0,31.034482758620683,False,False,-34.482758620689665,-0.7985076962177718
HC23,maceracion,Grupo 1 - H7,1,5.0,0.0,100.0,81.60919540229885,False,MACERACIÓN,33,58.0,100.0,True,False,0.0,
HC23,maceracion,Grupo 1 - H7,2,5.0,12.0,79.3103448275862,17.35594123050743,False,MACERACIÓN,34,58.0,79.3103448275862,False,False,0.0,1.343734746701095
HC23,maceracion,Grupo 1 - H7,3,5.0,20.0,65.51724137931035,,False,MACERACIÓN,35,58.0,65.51724137931035,False,False,0.0,0.6418538861723952
HC26,maceracion,Grupo 3 - H22,1,0.0,57.0,100.0,100.0,True,MACERACIÓN,36,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,2,0.0,,100.0,0.0,True,MACERACIÓN,37,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,3,0.0,,100.0,,True,MACERACIÓN,38,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,1,0.2,,100.0,100.0,False,MACERACIÓN,36,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,2,0.2,,100.0,0.0,False,MACERACIÓN,37,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,3,0.2,,100.0,,False,MACERACIÓN,38,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,1,1.0,,100.0,100.0,False,MACERACIÓN,36,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,2,1.0,,100.0,0.0,False,MACERACIÓN,37,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,3,1.0,,100.0,,False,MACERACIÓN,38,57.0,,False,False,,
HC26,maceracion,Grupo 3 - H22,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,36,57.0,100.0,True,False,0.0,
HC26,maceracion,Grupo 3 - H22,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,37,57.0,100.0,True,False,0.0,
HC26,maceracion,Grupo 3 - H22,3,5.0,0.0,100.0,,False,MACERACIÓN,38,57.0,100.0,True,False,0.0,
HC27,maceracion,Grupo 1 - H8,1,0.0,50.0,72.0,70.66666666666667,True,MACERACIÓN,39,50.0,,False,False,,
HC27,maceracion,Grupo 1 - H8,2,0.0,,68.0,2.309401076758504,True,MACERACIÓN,40,50.0,,False,False,,
HC27,maceracion,Grupo 1 - H8,3,0.0,,72.0,,True,MACERACIÓN,41,50.0,,False,False,,
HC27,maceracion,Grupo 1 - H8,1,0.2,54.0,72.0,70.66666666666667,False,MACERACIÓN,39,50.0,0.0,False,True,-72.0,
HC27,maceracion,Grupo 1 - H8,2,0.2,52.0,68.0,2.309401076758504,False,MACERACIÓN,40,50.0,0.0,False,True,-68.0,
HC27,maceracion,Grupo 1 - H8,3,0.2,50.0,72.0,,False,MACERACIÓN,41,50.0,0.0,False,False,-72.0,
HC27,maceracion,Grupo 1 - H8,1,1.0,44.0,72.0,70.66666666666667,False,MACERACIÓN,39,50.0,12.0,False,False,-60.0,-1.9924301646902063
HC27,maceracion,Grupo 1 - H8,2,1.0,42.0,68.0,2.309401076758504,False,MACERACIÓN,40,50.0,16.000000000000004,False,False,-52.0,-1.6582280766035322
HC27,maceracion,Grupo 1 - H8,3,1.0,40.0,72.0,,False,MACERACIÓN,41,50.0,19.999999999999996,False,False,-52.0,-1.3862943611198908
HC27,maceracion,Grupo 1 - H8,1,5.0,14.0,72.0,70.66666666666667,False,MACERACIÓN,39,50.0,72.0,False,False,0.0,0.9444616088408513
HC27,maceracion,Grupo 1 - H8,2,5.0,16.0,68.0,2.309401076758504,False,MACERACIÓN,40,50.0,68.0,False,False,0.0,0.7537718023763803
HC27,maceracion,Grupo 1 - H8,3,5.0,14.0,72.0,,False,MACERACIÓN,41,50.0,72.0,False,False,0.0,0.9444616088408513
HC28,maceracion,Grupo 1 - H9,1,0.0,50.0,100.0,100.0,True,MACERACIÓN,42,50.0,,False,False,,
HC28,maceracion,Grupo 1 - H9,2,0.0,,100.0,0.0,True,MACERACIÓN,43,50.0,,False,False,,
HC28,maceracion,Grupo 1 - H9,3,0.0,,100.0,,True,MACERACIÓN,44,50.0,,False,False,,
HC28,maceracion,Grupo 1 - H9,1,0.2,52.0,100.0,100.0,False,MACERACIÓN,42,50.0,0.0,False,True,-100.0,
HC28,maceracion,Grupo 1 - H9,2,0.2,50.0,100.0,0.0,False,MACERACIÓN,43,50.0,0.0,False,False,-100.0,
HC28,maceracion,Grupo 1 - H9,3,0.2,46.0,100.0,,False,MACERACIÓN,44,50.0,7.9999999999999964,False,False,-92.0,-2.4423470353692047
HC28,maceracion,Grupo 1 - H9,1,1.0,46.0,100.0,100.0,False,MACERACIÓN,42,50.0,7.9999999999999964,False,False,-92.0,-2.4423470353692047
HC28,maceracion,Grupo 1 - H9,2,1.0,36.0,100.0,0.0,False,MACERACIÓN,43,50.0,28.000000000000004,False,False,-72.0,-0.9444616088408512
HC28,maceracion,Grupo 1 - H9,3,1.0,40.0,100.0,,False,MACERACIÓN,44,50.0,19.999999999999996,False,False,-80.0,-1.3862943611198908
HC28,maceracion,Grupo 1 - H9,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,42,50.0,100.0,True,False,0.0,
HC28,maceracion,Grupo 1 - H9,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,43,50.0,100.0,True,False,0.0,
HC28,maceracion,Grupo 1 - H9,3,5.0,0.0,100.0,,False,MACERACIÓN,44,50.0,100.0,True,False,0.0,
HC3,maceracion,Grupo 3 - H19,1,0.0,68.0,100.0,100.0,True,MACERACIÓN,3,68.0,,False,False,,
HC3,maceracion,Grupo 3 - H19,2,0.0,,100.0,0.0,True,MACERACIÓN,4,68.0,,False,False,,
HC3,maceracion,Grupo 3 - H19,3,0.0,,100.0,,True,MACERACIÓN,5,68.0,,False,False,,
HC3,maceracion,Grupo 3 - H19,1,0.2,50.0,100.0,100.0,False,MACERACIÓN,3,68.0,26.470588235294112,False,False,-73.52941176470588,-1.0216512475319817
HC3,maceracion,Grupo 3 - H19,2,0.2,48.0,100.0,0.0,False,MACERACIÓN,4,68.0,29.411764705882348,False,False,-70.58823529411765,-0.8754687373539002
HC3,maceracion,Grupo 3 - H19,3,0.2,44.0,100.0,,False,MACERACIÓN,5,68.0,35.29411764705882,False,False,-64.70588235294119,-0.6061358035703156
HC3,maceracion,Grupo 3 - H19,1,1.0,30.0,100.0,100.0,False,MACERACIÓN,3,68.0,55.88235294117647,False,False,-44.11764705882353,0.23638877806423053
HC3,maceracion,Grupo 3 - H19,2,1.0,24.0,100.0,0.0,False,MACERACIÓN,4,68.0,64.70588235294117,False,False,-35.294117647058826,0.6061358035703153
HC3,maceracion,Grupo 3 - H19,3,1.0,26.0,100.0,,False,MACERACIÓN,5,68.0,61.76470588235294,False,False,-38.23529411764706,0.47957308026188644
HC3,maceracion,Grupo 3 - H19,1,5.0,0.0,100.0,100.0,False,MACERACIÓN,3,68.0,100.0,True,False,0.0,
HC3,maceracion,Grupo 3 - H19,2,5.0,0.0,100.0,0.0,False,MACERACIÓN,4,68.0,100.0,True,False,0.0,
HC3,maceracion,Grupo 3 - H19,3,5.0,0.0,100.0,,False,MACERACIÓN,5,68.0,100.0,True,False,0.0,
HC5,maceracion,Grupo 1 - H1,1,0.0,46.0,60.869565217391305,65.21739130434783,True,MACERACIÓN,6,46.0,,False,False,,
HC5,maceracion,Grupo 1 - H1,2,0.0,,73.91304347826087,7.530655685082078,True,MACERACIÓN,7,46.0,,False,False,,
HC5,maceracion,Grupo 1 - H1,3,0.0,,60.869565217391305,,True,MACERACIÓN,8,46.0,,False,False,,
HC5,maceracion,Grupo 1 - H1,1,0.2,54.0,60.869565217391305,65.21739130434783,False,MACERACIÓN,6,46.0,0.0,False,True,-60.869565217391305,
HC5,maceracion,Grupo 1 - H1,2,0.2,50.0,73.91304347826087,7.530655685082078,False,MACERACIÓN,7,46.0,0.0,False,True,-73.91304347826087,
HC5,maceracion,Grupo 1 - H1,3,0.2,54.0,60.869565217391305,,False,MACERACIÓN,8,46.0,0.0,False,True,-60.869565217391305,
HC5,maceracion,Grupo 1 - H1,1,1.0,36.0,60.869565217391305,65.21739130434783,False,MACERACIÓN,6,46.0,21.739130434782606,False,False,-39.1304347826087,-1.2809338454620645
HC5,maceracion,Grupo 1 - H1,2,1.0,42.0,73.91304347826087,7.530655685082078,False,MACERACIÓN,7,46.0,8.695652173913048,False,False,-65.21739130434783,-2.351375257163477
HC5,maceracion,Grupo 1 - H1,3,1.0,40.0,60.869565217391305,,False,MACERACIÓN,8,46.0,13.043478260869568,False,False,-47.826086956521735,-1.897119984885881
HC5,maceracion,Grupo 1 - H1,1,5.0,18.0,60.869565217391305,65.21739130434783,False,MACERACIÓN,6,46.0,60.86956521739131,False,False,7.105427357601002e-15,0.4418327522790394
HC5,maceracion,Grupo 1 - H1,2,5.0,12.0,73.91304347826087,7.530655685082078,False,MACERACIÓN,7,46.0,73.91304347826086,False,False,-1.4210854715202004e-14,1.0414538748281608
HC5,maceracion,Grupo 1 - H1,3,5.0,18.0,60.869565217391305,,False,MACERACIÓN,8,46.0,60.86956521739131,False,False,7.105427357601002e-15,0.4418327522790394
HC6,maceracion,Grupo 4 - H28,1,0.0,54.0,70.37037037037037,67.90123456790123,True,MACERACIÓN,9,54.0,,False,False,,
HC6,maceracion,Grupo 4 - H28,2,0.0,,77.77777777777777,11.315001715940358,True,MACERACIÓN,10,54.0,,False,False,,
HC6,maceracion,Grupo 4 - H28,3,0.0,,55.55555555555556,,True,MACERACIÓN,11,54.0,,False,False,,
HC6,maceracion,Grupo 4 - H28,1,0.2,50.0,70.37037037037037,67.90123456790123,False,MACERACIÓN,9,54.0,7.4074074074074066,False,False,-62.96296296296296,-2.5257286443082556
HC6,maceracion,Grupo 4 - H28,2,0.2,50.0,77.77777777777777,11.315001715940358,False,MACERACIÓN,10,54.0,7.4074074074074066,False,False,-70.37037037037037,-2.5257286443082556
HC6,maceracion,Grupo 4 - H28,3,0.2,50.0,55.55555555555556,,False,MACERACIÓN,11,54.0,7.4074074074074066,False,False,-48.14814814814815,-2.5257286443082556
HC6,maceracion,Grupo 4 - H28,1,1.0,44.0,70.37037037037037,67.90123456790123,False,MACERACIÓN,9,54.0,18.518518518518523,False,False,-51.85185185185185,-1.4816045409242151
HC6,maceracion,Grupo 4 - H28,2,1.0,48.0,77.77777777777777,11.315001715940358,False,MACERACIÓN,10,54.0,11.111111111111116,False,False,-66.66666666666666,-2.0794415416798353
HC6,maceracion,Grupo 4 - H28,3,1.0,44.0,55.55555555555556,,False,MACERACIÓN,11,54.0,18.518518518518523,False,False,-37.03703703703704,-1.4816045409242151
HC6,maceracion,Grupo 4 - H28,1,5.0,16.0,70.37037037037037,67.90123456790123,False,MACERACIÓN,9,54.0,70.37037037037037,False,False,0.0,0.8649974374866045
HC6,maceracion,Grupo 4 - H28,2,5.0,12.0,77.77777777777777,11.315001715940358,False,MACERACIÓN,10,54.0,77.77777777777779,False,False,1.4210854715202004e-14,1.2527629684953687
